num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,read0_power
64,3,4,922,FF,1.0,25,0.00125,0.052275,0.5530577777777778
64,3,4,922,FF,1.0,25,0.00125,0.2091,0.5530577777777778
64,3,4,922,FF,1.0,25,0.00125,0.8364,0.5530577777777778
64,3,4,922,FF,1.0,25,0.005,0.052275,0.5530577777777778
64,3,4,922,FF,1.0,25,0.005,0.2091,0.5530577777777778
64,3,4,922,FF,1.0,25,0.005,0.8364,0.5530577777777778
64,3,4,922,FF,1.0,25,0.04,0.052275,0.5530577777777778
64,3,4,922,FF,1.0,25,0.04,0.2091,0.5530577777777778
64,3,4,922,FF,1.0,25,0.04,0.8364,0.5530577777777778
64,3,4,922,SS,1.0,25,0.00125,0.052275,0.4157033333333333
64,3,4,922,SS,1.0,25,0.00125,0.2091,0.4157033333333333
64,3,4,922,SS,1.0,25,0.00125,0.8364,0.4157033333333333
64,3,4,922,SS,1.0,25,0.005,0.052275,0.4157033333333333
64,3,4,922,SS,1.0,25,0.005,0.2091,0.4157033333333333
64,3,4,922,SS,1.0,25,0.005,0.8364,0.4157033333333333
64,3,4,922,SS,1.0,25,0.04,0.052275,0.4157033333333333
64,3,4,922,SS,1.0,25,0.04,0.2091,0.4157033333333333
64,3,4,922,SS,1.0,25,0.04,0.8364,0.4157033333333333
64,3,4,922,TT,1.0,25,0.00125,0.052275,0.4849055555555555
64,3,4,922,TT,1.0,25,0.00125,0.2091,0.4849055555555555
64,3,4,922,TT,1.0,25,0.00125,0.8364,0.4849055555555555
64,3,4,922,TT,1.0,25,0.005,0.052275,0.4849055555555555
64,3,4,922,TT,1.0,25,0.005,0.2091,0.4849055555555555
64,3,4,922,TT,1.0,25,0.005,0.8364,0.4849055555555555
64,3,4,922,TT,1.0,25,0.04,0.052275,0.4849055555555555
64,3,4,922,TT,1.0,25,0.04,0.2091,0.4849055555555555
64,3,4,922,TT,1.0,25,0.04,0.8364,0.4849055555555555
64,2,4,780,FF,1.0,25,0.00125,0.052275,0.4980888888888889
64,2,4,780,FF,1.0,25,0.00125,0.2091,0.4980888888888889
64,2,4,780,FF,1.0,25,0.00125,0.8364,0.4980888888888889
64,2,4,780,FF,1.0,25,0.005,0.052275,0.4980888888888889
64,2,4,780,FF,1.0,25,0.005,0.2091,0.4980888888888889
64,2,4,780,FF,1.0,25,0.005,0.8364,0.4980888888888889
64,2,4,780,FF,1.0,25,0.04,0.052275,0.4980888888888889
