num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,write0_power
64,3,4,922,FF,1.0,25,0.00125,0.052275,0.5987044444444445
64,3,4,922,FF,1.0,25,0.00125,0.2091,0.5987044444444445
64,3,4,922,FF,1.0,25,0.00125,0.8364,0.5987044444444445
64,3,4,922,FF,1.0,25,0.005,0.052275,0.5987044444444445
64,3,4,922,FF,1.0,25,0.005,0.2091,0.5987044444444445
64,3,4,922,FF,1.0,25,0.005,0.8364,0.5987044444444445
64,3,4,922,FF,1.0,25,0.04,0.052275,0.5987044444444445
64,3,4,922,FF,1.0,25,0.04,0.2091,0.5987044444444445
64,3,4,922,FF,1.0,25,0.04,0.8364,0.5987044444444445
64,3,4,922,SS,1.0,25,0.00125,0.052275,0.44650666666666666
64,3,4,922,SS,1.0,25,0.00125,0.2091,0.44650666666666666
64,3,4,922,SS,1.0,25,0.00125,0.8364,0.44650666666666666
64,3,4,922,SS,1.0,25,0.005,0.052275,0.44650666666666666
64,3,4,922,SS,1.0,25,0.005,0.2091,0.44650666666666666
64,3,4,922,SS,1.0,25,0.005,0.8364,0.44650666666666666
64,3,4,922,SS,1.0,25,0.04,0.052275,0.44650666666666666
64,3,4,922,SS,1.0,25,0.04,0.2091,0.44650666666666666
64,3,4,922,SS,1.0,25,0.04,0.8364,0.44650666666666666
64,3,4,922,TT,1.0,25,0.00125,0.052275,0.5227588888888889
64,3,4,922,TT,1.0,25,0.00125,0.2091,0.5227588888888889
64,3,4,922,TT,1.0,25,0.00125,0.8364,0.5227588888888889
64,3,4,922,TT,1.0,25,0.005,0.052275,0.5227588888888889
64,3,4,922,TT,1.0,25,0.005,0.2091,0.5227588888888889
64,3,4,922,TT,1.0,25,0.005,0.8364,0.5227588888888889
64,3,4,922,TT,1.0,25,0.04,0.052275,0.5227588888888889
64,3,4,922,TT,1.0,25,0.04,0.2091,0.5227588888888889
64,3,4,922,TT,1.0,25,0.04,0.8364,0.5227588888888889
64,2,4,780,FF,1.0,25,0.00125,0.052275,0.5357155555555555
64,2,4,780,FF,1.0,25,0.00125,0.2091,0.5357155555555555
64,2,4,780,FF,1.0,25,0.00125,0.8364,0.5357155555555555
64,2,4,780,FF,1.0,25,0.005,0.052275,0.5357155555555555
64,2,4,780,FF,1.0,25,0.005,0.2091,0.5357155555555555
64,2,4,780,FF,1.0,25,0.005,0.8364,0.5357155555555555
64,2,4,780,FF,1.0,25,0.04,0.052275,0.5357155555555555
64,2,4,780,FF,1.0,25,0.04,0.2091,0.5357155555555555
64,2,4,780,FF,1.0,25,0.04,0.8364,0.5357155555555555
64,2,4,780,SS,1.0,25,0.00125,0.052275,0.40510666666666667
64,2,4,780,SS,1.0,25,0.00125,0.2091,0.40510666666666667
64,2,4,780,SS,1.0,25,0.00125,0.8364,0.40510666666666667
64,2,4,780,SS,1.0,25,0.005,0.052275,0.40510666666666667
64,2,4,780,SS,1.0,25,0.005,0.2091,0.40510666666666667
64,2,4,780,SS,1.0,25,0.005,0.8364,0.40510666666666667
64,2,4,780,SS,1.0,25,0.04,0.052275,0.40510666666666667
64,2,4,780,SS,1.0,25,0.04,0.2091,0.40510666666666667
64,2,4,780,SS,1.0,25,0.04,0.8364,0.40510666666666667
64,2,4,780,TT,1.0,25,0.00125,0.052275,0.46823333333333333
64,2,4,780,TT,1.0,25,0.00125,0.2091,0.46823333333333333
64,2,4,780,TT,1.0,25,0.00125,0.8364,0.46823333333333333
64,2,4,780,TT,1.0,25,0.005,0.052275,0.46823333333333333
64,2,4,780,TT,1.0,25,0.005,0.2091,0.46823333333333333
64,2,4,780,TT,1.0,25,0.005,0.8364,0.46823333333333333
64,2,4,780,TT,1.0,25,0.04,0.052275,0.46823333333333333
64,2,4,780,TT,1.0,25,0.04,0.2091,0.46823333333333333
64,2,4,780,TT,1.0,25,0.04,0.8364,0.46823333333333333
32,1,2,584,FF,1.0,25,0.00125,0.052275,0.4518333333333333
32,1,2,584,FF,1.0,25,0.00125,0.2091,0.4518333333333333
32,1,2,584,FF,1.0,25,0.00125,0.8364,0.4518333333333333
32,1,2,584,FF,1.0,25,0.005,0.052275,0.4518333333333333
32,1,2,584,FF,1.0,25,0.005,0.2091,0.4518333333333333
32,1,2,584,FF,1.0,25,0.005,0.8364,0.4518333333333333
32,1,2,584,FF,1.0,25,0.04,0.052275,0.4518333333333333
32,1,2,584,FF,1.0,25,0.04,0.2091,0.4518333333333333
32,1,2,584,FF,1.0,25,0.04,0.8364,0.4518333333333333
32,1,2,584,SS,1.0,25,0.00125,0.052275,0.33565222222222224
32,1,2,584,SS,1.0,25,0.00125,0.2091,0.33565222222222224
32,1,2,584,SS,1.0,25,0.00125,0.8364,0.33565222222222224
32,1,2,584,SS,1.0,25,0.005,0.052275,0.33565222222222224
32,1,2,584,SS,1.0,25,0.005,0.2091,0.33565222222222224
32,1,2,584,SS,1.0,25,0.005,0.8364,0.33565222222222224
32,1,2,584,SS,1.0,25,0.04,0.052275,0.33565222222222224
32,1,2,584,SS,1.0,25,0.04,0.2091,0.33565222222222224
32,1,2,584,SS,1.0,25,0.04,0.8364,0.33565222222222224
32,1,2,584,TT,1.0,25,0.00125,0.052275,0.37737333333333334
32,1,2,584,TT,1.0,25,0.00125,0.2091,0.37737333333333334
32,1,2,584,TT,1.0,25,0.00125,0.8364,0.37737333333333334
32,1,2,584,TT,1.0,25,0.005,0.052275,0.37737333333333334
32,1,2,584,TT,1.0,25,0.005,0.2091,0.37737333333333334
32,1,2,584,TT,1.0,25,0.005,0.8364,0.37737333333333334
32,1,2,584,TT,1.0,25,0.04,0.052275,0.37737333333333334
32,1,2,584,TT,1.0,25,0.04,0.2091,0.37737333333333334
32,1,2,584,TT,1.0,25,0.04,0.8364,0.37737333333333334
32,2,2,642,FF,1.0,25,0.00125,0.052275,0.48253111111111113
32,2,2,642,FF,1.0,25,0.00125,0.2091,0.48253111111111113
32,2,2,642,FF,1.0,25,0.00125,0.8364,0.48253111111111113
32,2,2,642,FF,1.0,25,0.005,0.052275,0.48253111111111113
32,2,2,642,FF,1.0,25,0.005,0.2091,0.48253111111111113
32,2,2,642,FF,1.0,25,0.005,0.8364,0.48253111111111113
32,2,2,642,FF,1.0,25,0.04,0.052275,0.48253111111111113
32,2,2,642,FF,1.0,25,0.04,0.2091,0.48253111111111113
32,2,2,642,FF,1.0,25,0.04,0.8364,0.48253111111111113
32,2,2,642,SS,1.0,25,0.00125,0.052275,0.3785866666666667
32,2,2,642,SS,1.0,25,0.00125,0.2091,0.3785866666666667
32,2,2,642,SS,1.0,25,0.00125,0.8364,0.3785866666666667
32,2,2,642,SS,1.0,25,0.005,0.052275,0.3785866666666667
32,2,2,642,SS,1.0,25,0.005,0.2091,0.3785866666666667
32,2,2,642,SS,1.0,25,0.005,0.8364,0.3785866666666667
32,2,2,642,SS,1.0,25,0.04,0.052275,0.3785866666666667
32,2,2,642,SS,1.0,25,0.04,0.2091,0.3785866666666667
32,2,2,642,SS,1.0,25,0.04,0.8364,0.3785866666666667
32,2,2,642,TT,1.0,25,0.00125,0.052275,0.42674111111111107
32,2,2,642,TT,1.0,25,0.00125,0.2091,0.42674111111111107
32,2,2,642,TT,1.0,25,0.00125,0.8364,0.42674111111111107
32,2,2,642,TT,1.0,25,0.005,0.052275,0.42674111111111107
32,2,2,642,TT,1.0,25,0.005,0.2091,0.42674111111111107
32,2,2,642,TT,1.0,25,0.005,0.8364,0.42674111111111107
32,2,2,642,TT,1.0,25,0.04,0.052275,0.42674111111111107
32,2,2,642,TT,1.0,25,0.04,0.2091,0.42674111111111107
32,2,2,642,TT,1.0,25,0.04,0.8364,0.42674111111111107
16,2,1,545,FF,1.0,25,0.00125,0.052275,0.4481144444444445
16,2,1,545,FF,1.0,25,0.00125,0.2091,0.4481144444444445
16,2,1,545,FF,1.0,25,0.00125,0.8364,0.4481144444444445
16,2,1,545,FF,1.0,25,0.005,0.052275,0.4481144444444445
16,2,1,545,FF,1.0,25,0.005,0.2091,0.4481144444444445
16,2,1,545,FF,1.0,25,0.005,0.8364,0.4481144444444445
16,2,1,545,FF,1.0,25,0.04,0.052275,0.4481144444444445
16,2,1,545,FF,1.0,25,0.04,0.2091,0.4481144444444445
16,2,1,545,FF,1.0,25,0.04,0.8364,0.4481144444444445
16,2,1,545,SS,1.0,25,0.00125,0.052275,0.3461288888888889
16,2,1,545,SS,1.0,25,0.00125,0.2091,0.3461288888888889
16,2,1,545,SS,1.0,25,0.00125,0.8364,0.3461288888888889
16,2,1,545,SS,1.0,25,0.005,0.052275,0.3461288888888889
16,2,1,545,SS,1.0,25,0.005,0.2091,0.3461288888888889
16,2,1,545,SS,1.0,25,0.005,0.8364,0.3461288888888889
16,2,1,545,SS,1.0,25,0.04,0.052275,0.3461288888888889
16,2,1,545,SS,1.0,25,0.04,0.2091,0.3461288888888889
16,2,1,545,SS,1.0,25,0.04,0.8364,0.3461288888888889
16,2,1,545,TT,1.0,25,0.00125,0.052275,0.39059222222222223
16,2,1,545,TT,1.0,25,0.00125,0.2091,0.39059222222222223
16,2,1,545,TT,1.0,25,0.00125,0.8364,0.39059222222222223
16,2,1,545,TT,1.0,25,0.005,0.052275,0.39059222222222223
16,2,1,545,TT,1.0,25,0.005,0.2091,0.39059222222222223
16,2,1,545,TT,1.0,25,0.005,0.8364,0.39059222222222223
16,2,1,545,TT,1.0,25,0.04,0.052275,0.39059222222222223
16,2,1,545,TT,1.0,25,0.04,0.2091,0.39059222222222223
16,2,1,545,TT,1.0,25,0.04,0.8364,0.39059222222222223
16,3,1,577,FF,1.0,25,0.00125,0.052275,0.4936044444444444
16,3,1,577,FF,1.0,25,0.00125,0.2091,0.4936044444444444
16,3,1,577,FF,1.0,25,0.00125,0.8364,0.4936044444444444
16,3,1,577,FF,1.0,25,0.005,0.052275,0.4936044444444444
16,3,1,577,FF,1.0,25,0.005,0.2091,0.4936044444444444
16,3,1,577,FF,1.0,25,0.005,0.8364,0.4936044444444444
16,3,1,577,FF,1.0,25,0.04,0.052275,0.4936044444444444
16,3,1,577,FF,1.0,25,0.04,0.2091,0.4936044444444444
16,3,1,577,FF,1.0,25,0.04,0.8364,0.4936044444444444
16,3,1,577,SS,1.0,25,0.00125,0.052275,0.36787222222222227
16,3,1,577,SS,1.0,25,0.00125,0.2091,0.36787222222222227
16,3,1,577,SS,1.0,25,0.00125,0.8364,0.36787222222222227
16,3,1,577,SS,1.0,25,0.005,0.052275,0.36787222222222227
16,3,1,577,SS,1.0,25,0.005,0.2091,0.36787222222222227
16,3,1,577,SS,1.0,25,0.005,0.8364,0.36787222222222227
16,3,1,577,SS,1.0,25,0.04,0.052275,0.36787222222222227
16,3,1,577,SS,1.0,25,0.04,0.2091,0.36787222222222227
16,3,1,577,SS,1.0,25,0.04,0.8364,0.36787222222222227
16,3,1,577,TT,1.0,25,0.00125,0.052275,0.4307977777777778
16,3,1,577,TT,1.0,25,0.00125,0.2091,0.4307977777777778
16,3,1,577,TT,1.0,25,0.00125,0.8364,0.4307977777777778
16,3,1,577,TT,1.0,25,0.005,0.052275,0.4307977777777778
16,3,1,577,TT,1.0,25,0.005,0.2091,0.4307977777777778
16,3,1,577,TT,1.0,25,0.005,0.8364,0.4307977777777778
16,3,1,577,TT,1.0,25,0.04,0.052275,0.4307977777777778
16,3,1,577,TT,1.0,25,0.04,0.2091,0.4307977777777778
16,3,1,577,TT,1.0,25,0.04,0.8364,0.4307977777777778
32,3,2,701,FF,1.0,25,0.00125,0.052275,0.5488922222222222
32,3,2,701,FF,1.0,25,0.00125,0.2091,0.5488922222222222
32,3,2,701,FF,1.0,25,0.00125,0.8364,0.5488922222222222
32,3,2,701,FF,1.0,25,0.005,0.052275,0.5488922222222222
32,3,2,701,FF,1.0,25,0.005,0.2091,0.5488922222222222
32,3,2,701,FF,1.0,25,0.005,0.8364,0.5488922222222222
32,3,2,701,FF,1.0,25,0.04,0.052275,0.5488922222222222
32,3,2,701,FF,1.0,25,0.04,0.2091,0.5488922222222222
32,3,2,701,FF,1.0,25,0.04,0.8364,0.5488922222222222
32,3,2,701,SS,1.0,25,0.00125,0.052275,0.41788222222222227
32,3,2,701,SS,1.0,25,0.00125,0.2091,0.41788222222222227
32,3,2,701,SS,1.0,25,0.00125,0.8364,0.41788222222222227
32,3,2,701,SS,1.0,25,0.005,0.052275,0.41788222222222227
32,3,2,701,SS,1.0,25,0.005,0.2091,0.41788222222222227
32,3,2,701,SS,1.0,25,0.005,0.8364,0.41788222222222227
32,3,2,701,SS,1.0,25,0.04,0.052275,0.41788222222222227
32,3,2,701,SS,1.0,25,0.04,0.2091,0.41788222222222227
32,3,2,701,SS,1.0,25,0.04,0.8364,0.41788222222222227
32,3,2,701,TT,1.0,25,0.00125,0.052275,0.4881888888888889
32,3,2,701,TT,1.0,25,0.00125,0.2091,0.4881888888888889
32,3,2,701,TT,1.0,25,0.00125,0.8364,0.4881888888888889
32,3,2,701,TT,1.0,25,0.005,0.052275,0.4881888888888889
32,3,2,701,TT,1.0,25,0.005,0.2091,0.4881888888888889
32,3,2,701,TT,1.0,25,0.005,0.8364,0.4881888888888889
32,3,2,701,TT,1.0,25,0.04,0.052275,0.4881888888888889
32,3,2,701,TT,1.0,25,0.04,0.2091,0.4881888888888889
32,3,2,701,TT,1.0,25,0.04,0.8364,0.4881888888888889
16,1,1,512,FF,1.0,25,0.00125,0.052275,0.40128444444444444
16,1,1,512,FF,1.0,25,0.00125,0.2091,0.40128444444444444
16,1,1,512,FF,1.0,25,0.00125,0.8364,0.40128444444444444
16,1,1,512,FF,1.0,25,0.005,0.052275,0.40128444444444444
16,1,1,512,FF,1.0,25,0.005,0.2091,0.40128444444444444
16,1,1,512,FF,1.0,25,0.005,0.8364,0.40128444444444444
16,1,1,512,FF,1.0,25,0.04,0.052275,0.40128444444444444
16,1,1,512,FF,1.0,25,0.04,0.2091,0.40128444444444444
16,1,1,512,FF,1.0,25,0.04,0.8364,0.40128444444444444
16,1,1,512,SS,1.0,25,0.00125,0.052275,0.3089811111111111
16,1,1,512,SS,1.0,25,0.00125,0.2091,0.3089811111111111
16,1,1,512,SS,1.0,25,0.00125,0.8364,0.3089811111111111
16,1,1,512,SS,1.0,25,0.005,0.052275,0.3089811111111111
16,1,1,512,SS,1.0,25,0.005,0.2091,0.3089811111111111
16,1,1,512,SS,1.0,25,0.005,0.8364,0.3089811111111111
16,1,1,512,SS,1.0,25,0.04,0.052275,0.3089811111111111
16,1,1,512,SS,1.0,25,0.04,0.2091,0.3089811111111111
16,1,1,512,SS,1.0,25,0.04,0.8364,0.3089811111111111
16,1,1,512,TT,1.0,25,0.00125,0.052275,0.3490755555555556
16,1,1,512,TT,1.0,25,0.00125,0.2091,0.3490755555555556
16,1,1,512,TT,1.0,25,0.00125,0.8364,0.3490755555555556
16,1,1,512,TT,1.0,25,0.005,0.052275,0.3490755555555556
16,1,1,512,TT,1.0,25,0.005,0.2091,0.3490755555555556
16,1,1,512,TT,1.0,25,0.005,0.8364,0.3490755555555556
16,1,1,512,TT,1.0,25,0.04,0.052275,0.3490755555555556
16,1,1,512,TT,1.0,25,0.04,0.2091,0.3490755555555556
16,1,1,512,TT,1.0,25,0.04,0.8364,0.3490755555555556
