num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,read1_power
64,3,4,922,FF,1.0,25,0.00125,0.052275,0.5523799999999999
64,3,4,922,FF,1.0,25,0.00125,0.2091,0.5523799999999999
64,3,4,922,FF,1.0,25,0.00125,0.8364,0.5523799999999999
64,3,4,922,FF,1.0,25,0.005,0.052275,0.5523799999999999
64,3,4,922,FF,1.0,25,0.005,0.2091,0.5523799999999999
64,3,4,922,FF,1.0,25,0.005,0.8364,0.5523799999999999
64,3,4,922,FF,1.0,25,0.04,0.052275,0.5523799999999999
64,3,4,922,FF,1.0,25,0.04,0.2091,0.5523799999999999
64,3,4,922,FF,1.0,25,0.04,0.8364,0.5523799999999999
64,3,4,922,SS,1.0,25,0.00125,0.052275,0.4153288888888889
64,3,4,922,SS,1.0,25,0.00125,0.2091,0.4153288888888889
64,3,4,922,SS,1.0,25,0.00125,0.8364,0.4153288888888889
64,3,4,922,SS,1.0,25,0.005,0.052275,0.4153288888888889
64,3,4,922,SS,1.0,25,0.005,0.2091,0.4153288888888889
64,3,4,922,SS,1.0,25,0.005,0.8364,0.4153288888888889
64,3,4,922,SS,1.0,25,0.04,0.052275,0.4153288888888889
64,3,4,922,SS,1.0,25,0.04,0.2091,0.4153288888888889
64,3,4,922,SS,1.0,25,0.04,0.8364,0.4153288888888889
64,3,4,922,TT,1.0,25,0.00125,0.052275,0.48412777777777777
64,3,4,922,TT,1.0,25,0.00125,0.2091,0.48412777777777777
64,3,4,922,TT,1.0,25,0.00125,0.8364,0.48412777777777777
64,3,4,922,TT,1.0,25,0.005,0.052275,0.48412777777777777
64,3,4,922,TT,1.0,25,0.005,0.2091,0.48412777777777777
64,3,4,922,TT,1.0,25,0.005,0.8364,0.48412777777777777
64,3,4,922,TT,1.0,25,0.04,0.052275,0.48412777777777777
64,3,4,922,TT,1.0,25,0.04,0.2091,0.48412777777777777
64,3,4,922,TT,1.0,25,0.04,0.8364,0.48412777777777777
64,2,4,780,FF,1.0,25,0.00125,0.052275,0.49752777777777774
64,2,4,780,FF,1.0,25,0.00125,0.2091,0.49752777777777774
64,2,4,780,FF,1.0,25,0.00125,0.8364,0.49752777777777774
64,2,4,780,FF,1.0,25,0.005,0.052275,0.49752777777777774
64,2,4,780,FF,1.0,25,0.005,0.2091,0.49752777777777774
64,2,4,780,FF,1.0,25,0.005,0.8364,0.49752777777777774
64,2,4,780,FF,1.0,25,0.04,0.052275,0.49752777777777774
64,2,4,780,FF,1.0,25,0.04,0.2091,0.49752777777777774
64,2,4,780,FF,1.0,25,0.04,0.8364,0.49752777777777774
64,2,4,780,SS,1.0,25,0.00125,0.052275,0.37363111111111114
64,2,4,780,SS,1.0,25,0.00125,0.2091,0.37363111111111114
64,2,4,780,SS,1.0,25,0.00125,0.8364,0.37363111111111114
64,2,4,780,SS,1.0,25,0.005,0.052275,0.37363111111111114
64,2,4,780,SS,1.0,25,0.005,0.2091,0.37363111111111114
64,2,4,780,SS,1.0,25,0.005,0.8364,0.37363111111111114
64,2,4,780,SS,1.0,25,0.04,0.052275,0.37363111111111114
64,2,4,780,SS,1.0,25,0.04,0.2091,0.37363111111111114
64,2,4,780,SS,1.0,25,0.04,0.8364,0.37363111111111114
64,2,4,780,TT,1.0,25,0.00125,0.052275,0.43609
64,2,4,780,TT,1.0,25,0.00125,0.2091,0.43609
64,2,4,780,TT,1.0,25,0.00125,0.8364,0.43609
64,2,4,780,TT,1.0,25,0.005,0.052275,0.43609
64,2,4,780,TT,1.0,25,0.005,0.2091,0.43609
64,2,4,780,TT,1.0,25,0.005,0.8364,0.43609
64,2,4,780,TT,1.0,25,0.04,0.052275,0.43609
64,2,4,780,TT,1.0,25,0.04,0.2091,0.43609
64,2,4,780,TT,1.0,25,0.04,0.8364,0.43609
32,1,2,584,FF,1.0,25,0.00125,0.052275,0.41303
32,1,2,584,FF,1.0,25,0.00125,0.2091,0.41303
32,1,2,584,FF,1.0,25,0.00125,0.8364,0.41303
32,1,2,584,FF,1.0,25,0.005,0.052275,0.41303
32,1,2,584,FF,1.0,25,0.005,0.2091,0.41303
32,1,2,584,FF,1.0,25,0.005,0.8364,0.41303
32,1,2,584,FF,1.0,25,0.04,0.052275,0.41303
32,1,2,584,FF,1.0,25,0.04,0.2091,0.41303
32,1,2,584,FF,1.0,25,0.04,0.8364,0.41303
