num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,rise_slew
64,3,4,922,FF,1.0,25,0.00125,0.052275,0.22674999999999998
64,3,4,922,FF,1.0,25,0.00125,0.2091,0.22697
64,3,4,922,FF,1.0,25,0.00125,0.8364,0.22827
64,3,4,922,FF,1.0,25,0.005,0.052275,0.22672
64,3,4,922,FF,1.0,25,0.005,0.2091,0.22709
64,3,4,922,FF,1.0,25,0.005,0.8364,0.22804
64,3,4,922,FF,1.0,25,0.04,0.052275,0.22672
64,3,4,922,FF,1.0,25,0.04,0.2091,0.22705
64,3,4,922,FF,1.0,25,0.04,0.8364,0.22846
64,3,4,922,SS,1.0,25,0.00125,0.052275,0.27583
64,3,4,922,SS,1.0,25,0.00125,0.2091,0.27593
64,3,4,922,SS,1.0,25,0.00125,0.8364,0.27729
64,3,4,922,SS,1.0,25,0.005,0.052275,0.27573
64,3,4,922,SS,1.0,25,0.005,0.2091,0.27598
64,3,4,922,SS,1.0,25,0.005,0.8364,0.27741
64,3,4,922,SS,1.0,25,0.04,0.052275,0.27579
64,3,4,922,SS,1.0,25,0.04,0.2091,0.27622
64,3,4,922,SS,1.0,25,0.04,0.8364,0.27759
64,3,4,922,TT,1.0,25,0.00125,0.052275,0.24922
64,3,4,922,TT,1.0,25,0.00125,0.2091,0.24954
64,3,4,922,TT,1.0,25,0.00125,0.8364,0.25093
64,3,4,922,TT,1.0,25,0.005,0.052275,0.24912
64,3,4,922,TT,1.0,25,0.005,0.2091,0.24960999999999997
64,3,4,922,TT,1.0,25,0.005,0.8364,0.2506
64,3,4,922,TT,1.0,25,0.04,0.052275,0.24927000000000002
64,3,4,922,TT,1.0,25,0.04,0.2091,0.24956
64,3,4,922,TT,1.0,25,0.04,0.8364,0.25087
64,2,4,780,FF,1.0,25,0.00125,0.052275,0.22310000000000002
64,2,4,780,FF,1.0,25,0.00125,0.2091,0.22333
64,2,4,780,FF,1.0,25,0.00125,0.8364,0.22433
64,2,4,780,FF,1.0,25,0.005,0.052275,0.22287
64,2,4,780,FF,1.0,25,0.005,0.2091,0.22319
64,2,4,780,FF,1.0,25,0.005,0.8364,0.22444
64,2,4,780,FF,1.0,25,0.04,0.052275,0.22305
64,2,4,780,FF,1.0,25,0.04,0.2091,0.22338
64,2,4,780,FF,1.0,25,0.04,0.8364,0.22451000000000002
64,2,4,780,SS,1.0,25,0.00125,0.052275,0.27102000000000004
64,2,4,780,SS,1.0,25,0.00125,0.2091,0.27135
64,2,4,780,SS,1.0,25,0.00125,0.8364,0.27273
64,2,4,780,SS,1.0,25,0.005,0.052275,0.27105999999999997
64,2,4,780,SS,1.0,25,0.005,0.2091,0.27127
64,2,4,780,SS,1.0,25,0.005,0.8364,0.27282999999999996
64,2,4,780,SS,1.0,25,0.04,0.052275,0.27105
64,2,4,780,SS,1.0,25,0.04,0.2091,0.2713
64,2,4,780,SS,1.0,25,0.04,0.8364,0.27285
64,2,4,780,TT,1.0,25,0.00125,0.052275,0.24507
64,2,4,780,TT,1.0,25,0.00125,0.2091,0.24528999999999998
64,2,4,780,TT,1.0,25,0.00125,0.8364,0.24652999999999997
64,2,4,780,TT,1.0,25,0.005,0.052275,0.24494
64,2,4,780,TT,1.0,25,0.005,0.2091,0.24531
64,2,4,780,TT,1.0,25,0.005,0.8364,0.24655
64,2,4,780,TT,1.0,25,0.04,0.052275,0.24504
64,2,4,780,TT,1.0,25,0.04,0.2091,0.24564
64,2,4,780,TT,1.0,25,0.04,0.8364,0.24654
32,1,2,584,FF,1.0,25,0.00125,0.052275,0.22154
32,1,2,584,FF,1.0,25,0.00125,0.2091,0.22174
32,1,2,584,FF,1.0,25,0.00125,0.8364,0.22285000000000002
32,1,2,584,FF,1.0,25,0.005,0.052275,0.22133
32,1,2,584,FF,1.0,25,0.005,0.2091,0.22172999999999998
32,1,2,584,FF,1.0,25,0.005,0.8364,0.22272
32,1,2,584,FF,1.0,25,0.04,0.052275,0.22146
32,1,2,584,FF,1.0,25,0.04,0.2091,0.22181
32,1,2,584,FF,1.0,25,0.04,0.8364,0.22283
32,1,2,584,SS,1.0,25,0.00125,0.052275,0.26865
32,1,2,584,SS,1.0,25,0.00125,0.2091,0.26902000000000004
32,1,2,584,SS,1.0,25,0.00125,0.8364,0.27041
32,1,2,584,SS,1.0,25,0.005,0.052275,0.26871
32,1,2,584,SS,1.0,25,0.005,0.2091,0.26911
32,1,2,584,SS,1.0,25,0.005,0.8364,0.27043
32,1,2,584,SS,1.0,25,0.04,0.052275,0.26875
32,1,2,584,SS,1.0,25,0.04,0.2091,0.26904
32,1,2,584,SS,1.0,25,0.04,0.8364,0.27055
32,1,2,584,TT,1.0,25,0.00125,0.052275,0.24329
32,1,2,584,TT,1.0,25,0.00125,0.2091,0.24347
32,1,2,584,TT,1.0,25,0.00125,0.8364,0.2447
32,1,2,584,TT,1.0,25,0.005,0.052275,0.24322000000000002
32,1,2,584,TT,1.0,25,0.005,0.2091,0.24357
32,1,2,584,TT,1.0,25,0.005,0.8364,0.24477000000000002
32,1,2,584,TT,1.0,25,0.04,0.052275,0.24329
32,1,2,584,TT,1.0,25,0.04,0.2091,0.24358999999999997
32,1,2,584,TT,1.0,25,0.04,0.8364,0.24467999999999998
32,2,2,642,FF,1.0,25,0.00125,0.052275,0.22533999999999998
32,2,2,642,FF,1.0,25,0.00125,0.2091,0.22555
32,2,2,642,FF,1.0,25,0.00125,0.8364,0.22665
32,2,2,642,FF,1.0,25,0.005,0.052275,0.22537
32,2,2,642,FF,1.0,25,0.005,0.2091,0.22542
32,2,2,642,FF,1.0,25,0.005,0.8364,0.22643
32,2,2,642,FF,1.0,25,0.04,0.052275,0.22558999999999998
32,2,2,642,FF,1.0,25,0.04,0.2091,0.22558999999999998
32,2,2,642,FF,1.0,25,0.04,0.8364,0.22674999999999998
32,2,2,642,SS,1.0,25,0.00125,0.052275,0.27363000000000004
32,2,2,642,SS,1.0,25,0.00125,0.2091,0.27408
32,2,2,642,SS,1.0,25,0.00125,0.8364,0.27523
32,2,2,642,SS,1.0,25,0.005,0.052275,0.27340000000000003
