num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,write1_power
64,3,4,922,FF,1.0,25,0.00125,0.052275,0.5261355555555556
64,3,4,922,FF,1.0,25,0.00125,0.2091,0.5261355555555556
64,3,4,922,FF,1.0,25,0.00125,0.8364,0.5261355555555556
64,3,4,922,FF,1.0,25,0.005,0.052275,0.5261355555555556
64,3,4,922,FF,1.0,25,0.005,0.2091,0.5261355555555556
64,3,4,922,FF,1.0,25,0.005,0.8364,0.5261355555555556
64,3,4,922,FF,1.0,25,0.04,0.052275,0.5261355555555556
64,3,4,922,FF,1.0,25,0.04,0.2091,0.5261355555555556
64,3,4,922,FF,1.0,25,0.04,0.8364,0.5261355555555556
64,3,4,922,SS,1.0,25,0.00125,0.052275,0.40059666666666666
64,3,4,922,SS,1.0,25,0.00125,0.2091,0.40059666666666666
64,3,4,922,SS,1.0,25,0.00125,0.8364,0.40059666666666666
64,3,4,922,SS,1.0,25,0.005,0.052275,0.40059666666666666
64,3,4,922,SS,1.0,25,0.005,0.2091,0.40059666666666666
64,3,4,922,SS,1.0,25,0.005,0.8364,0.40059666666666666
64,3,4,922,SS,1.0,25,0.04,0.052275,0.40059666666666666
64,3,4,922,SS,1.0,25,0.04,0.2091,0.40059666666666666
64,3,4,922,SS,1.0,25,0.04,0.8364,0.40059666666666666
64,3,4,922,TT,1.0,25,0.00125,0.052275,0.4624466666666667
64,3,4,922,TT,1.0,25,0.00125,0.2091,0.4624466666666667
64,3,4,922,TT,1.0,25,0.00125,0.8364,0.4624466666666667
64,3,4,922,TT,1.0,25,0.005,0.052275,0.4624466666666667
64,3,4,922,TT,1.0,25,0.005,0.2091,0.4624466666666667
64,3,4,922,TT,1.0,25,0.005,0.8364,0.4624466666666667
64,3,4,922,TT,1.0,25,0.04,0.052275,0.4624466666666667
64,3,4,922,TT,1.0,25,0.04,0.2091,0.4624466666666667
64,3,4,922,TT,1.0,25,0.04,0.8364,0.4624466666666667
64,2,4,780,FF,1.0,25,0.00125,0.052275,0.45413222222222216
64,2,4,780,FF,1.0,25,0.00125,0.2091,0.45413222222222216
64,2,4,780,FF,1.0,25,0.00125,0.8364,0.45413222222222216
64,2,4,780,FF,1.0,25,0.005,0.052275,0.45413222222222216
64,2,4,780,FF,1.0,25,0.005,0.2091,0.45413222222222216
64,2,4,780,FF,1.0,25,0.005,0.8364,0.45413222222222216
64,2,4,780,FF,1.0,25,0.04,0.052275,0.45413222222222216
64,2,4,780,FF,1.0,25,0.04,0.2091,0.45413222222222216
64,2,4,780,FF,1.0,25,0.04,0.8364,0.45413222222222216
64,2,4,780,SS,1.0,25,0.00125,0.052275,0.3441577777777778
64,2,4,780,SS,1.0,25,0.00125,0.2091,0.3441577777777778
64,2,4,780,SS,1.0,25,0.00125,0.8364,0.3441577777777778
64,2,4,780,SS,1.0,25,0.005,0.052275,0.3441577777777778
64,2,4,780,SS,1.0,25,0.005,0.2091,0.3441577777777778
64,2,4,780,SS,1.0,25,0.005,0.8364,0.3441577777777778
64,2,4,780,SS,1.0,25,0.04,0.052275,0.3441577777777778
64,2,4,780,SS,1.0,25,0.04,0.2091,0.3441577777777778
64,2,4,780,SS,1.0,25,0.04,0.8364,0.3441577777777778
64,2,4,780,TT,1.0,25,0.00125,0.052275,0.39791999999999994
64,2,4,780,TT,1.0,25,0.00125,0.2091,0.39791999999999994
64,2,4,780,TT,1.0,25,0.00125,0.8364,0.39791999999999994
64,2,4,780,TT,1.0,25,0.005,0.052275,0.39791999999999994
64,2,4,780,TT,1.0,25,0.005,0.2091,0.39791999999999994
64,2,4,780,TT,1.0,25,0.005,0.8364,0.39791999999999994
64,2,4,780,TT,1.0,25,0.04,0.052275,0.39791999999999994
64,2,4,780,TT,1.0,25,0.04,0.2091,0.39791999999999994
64,2,4,780,TT,1.0,25,0.04,0.8364,0.39791999999999994
32,1,2,584,FF,1.0,25,0.00125,0.052275,0.3642022222222222
32,1,2,584,FF,1.0,25,0.00125,0.2091,0.3642022222222222
