num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,read0_power
16,2,1,46853,FF,5.0,25,0.0125,2.45605,16.673055555555557
16,2,1,46853,FF,5.0,25,0.0125,9.8242,16.673055555555557
16,2,1,46853,FF,5.0,25,0.0125,39.2968,16.673055555555557
16,2,1,46853,FF,5.0,25,0.05,2.45605,16.673055555555557
16,2,1,46853,FF,5.0,25,0.05,9.8242,16.673055555555557
16,2,1,46853,FF,5.0,25,0.05,39.2968,16.673055555555557
16,2,1,46853,FF,5.0,25,0.4,2.45605,16.673055555555557
16,2,1,46853,FF,5.0,25,0.4,9.8242,16.673055555555557
16,2,1,46853,FF,5.0,25,0.4,39.2968,16.673055555555557
16,2,1,46853,SS,5.0,25,0.0125,2.45605,15.053177777777778
16,2,1,46853,SS,5.0,25,0.0125,9.8242,15.053177777777778
16,2,1,46853,SS,5.0,25,0.0125,39.2968,15.053177777777778
16,2,1,46853,SS,5.0,25,0.05,2.45605,15.053177777777778
16,2,1,46853,SS,5.0,25,0.05,9.8242,15.053177777777778
16,2,1,46853,SS,5.0,25,0.05,39.2968,15.053177777777778
16,2,1,46853,SS,5.0,25,0.4,2.45605,15.053177777777778
16,2,1,46853,SS,5.0,25,0.4,9.8242,15.053177777777778
16,2,1,46853,SS,5.0,25,0.4,39.2968,15.053177777777778
16,2,1,46853,TT,3.6,25,0.0125,2.45605,5.970400000000001
16,2,1,46853,TT,3.6,25,0.0125,9.8242,5.970400000000001
16,2,1,46853,TT,3.6,25,0.0125,39.2968,5.970400000000001
16,2,1,46853,TT,3.6,25,0.05,2.45605,5.970400000000001
16,2,1,46853,TT,3.6,25,0.05,9.8242,5.970400000000001
16,2,1,46853,TT,3.6,25,0.05,39.2968,5.970400000000001
16,2,1,46853,TT,3.6,25,0.4,2.45605,5.970400000000001
16,2,1,46853,TT,3.6,25,0.4,9.8242,5.970400000000001
16,2,1,46853,TT,3.6,25,0.4,39.2968,5.970400000000001
64,2,4,66821,FF,5.0,25,0.0125,2.45605,20.371899999999997
64,2,4,66821,FF,5.0,25,0.0125,9.8242,20.371899999999997
64,2,4,66821,FF,5.0,25,0.0125,39.2968,20.371899999999997
64,2,4,66821,FF,5.0,25,0.05,2.45605,20.371899999999997
64,2,4,66821,FF,5.0,25,0.05,9.8242,20.371899999999997
64,2,4,66821,FF,5.0,25,0.05,39.2968,20.371899999999997
64,2,4,66821,FF,5.0,25,0.4,2.45605,20.371899999999997
64,2,4,66821,FF,5.0,25,0.4,9.8242,20.371899999999997
64,2,4,66821,FF,5.0,25,0.4,39.2968,20.371899999999997
64,2,4,66821,SS,5.0,25,0.0125,2.45605,18.479366666666667
64,2,4,66821,SS,5.0,25,0.0125,9.8242,18.479366666666667
