num_words,word_size,words_per_row,area,process,voltage,temperature,slew,load,write0_power
16,2,1,46853,FF,5.0,25,0.0125,2.45605,18.51111111111111
16,2,1,46853,FF,5.0,25,0.0125,9.8242,18.51111111111111
16,2,1,46853,FF,5.0,25,0.0125,39.2968,18.51111111111111
16,2,1,46853,FF,5.0,25,0.05,2.45605,18.51111111111111
16,2,1,46853,FF,5.0,25,0.05,9.8242,18.51111111111111
16,2,1,46853,FF,5.0,25,0.05,39.2968,18.51111111111111
16,2,1,46853,FF,5.0,25,0.4,2.45605,18.51111111111111
16,2,1,46853,FF,5.0,25,0.4,9.8242,18.51111111111111
16,2,1,46853,FF,5.0,25,0.4,39.2968,18.51111111111111
16,2,1,46853,SS,5.0,25,0.0125,2.45605,16.669833333333333
16,2,1,46853,SS,5.0,25,0.0125,9.8242,16.669833333333333
16,2,1,46853,SS,5.0,25,0.0125,39.2968,16.669833333333333
16,2,1,46853,SS,5.0,25,0.05,2.45605,16.669833333333333
16,2,1,46853,SS,5.0,25,0.05,9.8242,16.669833333333333
16,2,1,46853,SS,5.0,25,0.05,39.2968,16.669833333333333
16,2,1,46853,SS,5.0,25,0.4,2.45605,16.669833333333333
16,2,1,46853,SS,5.0,25,0.4,9.8242,16.669833333333333
16,2,1,46853,SS,5.0,25,0.4,39.2968,16.669833333333333
16,2,1,46853,TT,3.6,25,0.0125,2.45605,6.557822222222223
16,2,1,46853,TT,3.6,25,0.0125,9.8242,6.557822222222223
16,2,1,46853,TT,3.6,25,0.0125,39.2968,6.557822222222223
16,2,1,46853,TT,3.6,25,0.05,2.45605,6.557822222222223
16,2,1,46853,TT,3.6,25,0.05,9.8242,6.557822222222223
16,2,1,46853,TT,3.6,25,0.05,39.2968,6.557822222222223
16,2,1,46853,TT,3.6,25,0.4,2.45605,6.557822222222223
16,2,1,46853,TT,3.6,25,0.4,9.8242,6.557822222222223
16,2,1,46853,TT,3.6,25,0.4,39.2968,6.557822222222223
64,2,4,66821,FF,5.0,25,0.0125,2.45605,22.194266666666664
64,2,4,66821,FF,5.0,25,0.0125,9.8242,22.194266666666664
64,2,4,66821,FF,5.0,25,0.0125,39.2968,22.194266666666664
64,2,4,66821,FF,5.0,25,0.05,2.45605,22.194266666666664
64,2,4,66821,FF,5.0,25,0.05,9.8242,22.194266666666664
64,2,4,66821,FF,5.0,25,0.05,39.2968,22.194266666666664
64,2,4,66821,FF,5.0,25,0.4,2.45605,22.194266666666664
64,2,4,66821,FF,5.0,25,0.4,9.8242,22.194266666666664
64,2,4,66821,FF,5.0,25,0.4,39.2968,22.194266666666664
64,2,4,66821,SS,5.0,25,0.0125,2.45605,20.079666666666668
64,2,4,66821,SS,5.0,25,0.0125,9.8242,20.079666666666668
64,2,4,66821,SS,5.0,25,0.0125,39.2968,20.079666666666668
64,2,4,66821,SS,5.0,25,0.05,2.45605,20.079666666666668
64,2,4,66821,SS,5.0,25,0.05,9.8242,20.079666666666668
64,2,4,66821,SS,5.0,25,0.05,39.2968,20.079666666666668
64,2,4,66821,SS,5.0,25,0.4,2.45605,20.079666666666668
64,2,4,66821,SS,5.0,25,0.4,9.8242,20.079666666666668
64,2,4,66821,SS,5.0,25,0.4,39.2968,20.079666666666668
64,2,4,66821,TT,3.6,25,0.0125,2.45605,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.0125,9.8242,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.0125,39.2968,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.05,2.45605,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.05,9.8242,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.05,39.2968,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.4,2.45605,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.4,9.8242,7.7370222222222225
64,2,4,66821,TT,3.6,25,0.4,39.2968,7.7370222222222225
16,1,1,44918,FF,5.0,25,0.0125,2.45605,17.124444444444446
16,1,1,44918,FF,5.0,25,0.0125,9.8242,17.124444444444446
16,1,1,44918,FF,5.0,25,0.0125,39.2968,17.124444444444446
16,1,1,44918,FF,5.0,25,0.05,2.45605,17.124444444444446
16,1,1,44918,FF,5.0,25,0.05,9.8242,17.124444444444446
16,1,1,44918,FF,5.0,25,0.05,39.2968,17.124444444444446
16,1,1,44918,FF,5.0,25,0.4,2.45605,17.124444444444446
16,1,1,44918,FF,5.0,25,0.4,9.8242,17.124444444444446
16,1,1,44918,FF,5.0,25,0.4,39.2968,17.124444444444446
16,1,1,44918,SS,5.0,25,0.0125,2.45605,16.054355555555553
16,1,1,44918,SS,5.0,25,0.0125,9.8242,16.054355555555553
16,1,1,44918,SS,5.0,25,0.0125,39.2968,16.054355555555553
16,1,1,44918,SS,5.0,25,0.05,2.45605,16.054355555555553
16,1,1,44918,SS,5.0,25,0.05,9.8242,16.054355555555553
16,1,1,44918,SS,5.0,25,0.05,39.2968,16.054355555555553
16,1,1,44918,SS,5.0,25,0.4,2.45605,16.054355555555553
16,1,1,44918,SS,5.0,25,0.4,9.8242,16.054355555555553
16,1,1,44918,SS,5.0,25,0.4,39.2968,16.054355555555553
16,1,1,44918,TT,3.6,25,0.0125,2.45605,6.014788888888889
16,1,1,44918,TT,3.6,25,0.0125,9.8242,6.014788888888889
16,1,1,44918,TT,3.6,25,0.0125,39.2968,6.014788888888889
16,1,1,44918,TT,3.6,25,0.05,2.45605,6.014788888888889
