num_words,word_size,words_per_row,local_array_size,area,process,voltage,temperature,slew,load,rise_delay,fall_delay,rise_slew,fall_slew,write1_power,write0_power,read1_power,read0_power,leakage_power
2048,32,8,0,0,TT,5.0,25,0.0125,2.45605,3.8631999999999995,3.8631999999999995,2.2513,2.2513,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.0125,9.8242,3.9013,3.9013,2.2721,2.2721,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.0125,39.2968,4.0493999999999994,4.0493999999999994,2.3494,2.3494,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.05,2.45605,3.8691999999999998,3.8691999999999998,2.2521,2.2521,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.05,9.8242,3.9050000000000002,3.9050000000000002,2.2752000000000003,2.2752000000000003,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.05,39.2968,4.0525,4.0525,2.3494,2.3494,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.4,2.45605,3.9177999999999997,3.9177999999999997,2.2500999999999998,2.2500999999999998,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.4,9.8242,3.9566000000000003,3.9566000000000003,2.2712999999999997,2.2712999999999997,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
2048,32,8,0,0,TT,5.0,25,0.4,39.2968,4.103000000000001,4.103000000000001,2.349,2.349,76.9840808,156.79374746666664,146.58263635555554,146.54930302222223,0.034163
1024,64,4,0,0,TT,5.0,25,0.0125,2.45605,3.9389999999999996,3.9389999999999996,2.8754999999999997,2.8754999999999997,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.0125,9.8242,3.9711999999999996,3.9711999999999996,2.9102,2.9102,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.0125,39.2968,4.1078,4.1078,3.0068,3.0068,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.05,2.45605,3.9441999999999995,3.9441999999999995,2.877,2.877,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.05,9.8242,3.9760999999999997,3.9760999999999997,2.9089,2.9089,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.05,39.2968,4.1107,4.1107,2.9932,2.9932,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.4,2.45605,3.9938999999999996,3.9938999999999996,2.8765,2.8765,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.4,9.8242,4.0249999999999995,4.0249999999999995,2.9085,2.9085,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
1024,64,4,0,0,TT,5.0,25,0.4,39.2968,4.1619,4.1619,3.0039,3.0039,90.7865361111111,147.73942499999998,130.8172027777778,131.1283138888889,0.067962
512,64,4,0,0,TT,5.0,25,0.0125,2.45605,3.6412999999999998,3.6412999999999998,2.9203,2.9203,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.0125,9.8242,3.6843000000000004,3.6843000000000004,2.9427999999999996,2.9427999999999996,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.0125,39.2968,3.8491,3.8491,3.0345999999999997,3.0345999999999997,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.05,2.45605,3.6469,3.6469,2.919,2.919,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.05,9.8242,3.6885999999999997,3.6885999999999997,2.9484,2.9484,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.05,39.2968,3.8536999999999995,3.8536999999999995,3.0319,3.0319,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.4,2.45605,3.6950000000000003,3.6950000000000003,2.9087,2.9087,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.4,9.8242,3.7396,3.7396,2.9424,2.9424,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
512,64,4,0,0,TT,5.0,25,0.4,39.2968,3.9026,3.9026,3.0359,3.0359,89.68941955555553,138.87653066666667,121.68764177777777,122.04319733333334,0.037765999999999994
1024,32,8,0,0,TT,5.0,25,0.0125,2.45605,3.6382000000000003,3.6382000000000003,2.2669,2.2669,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.0125,9.8242,3.6833,3.6833,2.2864,2.2864,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.0125,39.2968,3.8456999999999995,3.8456999999999995,2.3572,2.3572,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.05,2.45605,3.6441,3.6441,2.2677,2.2677,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.05,9.8242,3.686,3.686,2.2883,2.2883,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.05,39.2968,3.8501999999999996,3.8501999999999996,2.3566,2.3566,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.4,2.45605,3.6935000000000002,3.6935000000000002,2.265,2.265,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.4,9.8242,3.7375000000000003,3.7375000000000003,2.2851,2.2851,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,32,8,0,0,TT,5.0,25,0.4,39.2968,3.9022,3.9022,2.3565,2.3565,77.06215992222222,148.24827103333334,137.7371599222222,137.69271547777777,0.021654
1024,128,4,0,0,TT,5.0,25,0.0125,2.45605,5.2075,5.2075,4.051799999999999,4.051799999999999,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.0125,9.8242,5.2404,5.2404,4.0874,4.0874,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.0125,39.2968,5.3863,5.3863,4.2315,4.2315,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.05,2.45605,5.2121,5.2121,4.0489,4.0489,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.05,9.8242,5.2452,5.2452,4.093699999999999,4.093699999999999,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.05,39.2968,5.3919,5.3919,4.225300000000001,4.225300000000001,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.4,2.45605,5.2619,5.2619,4.0632,4.0632,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.4,9.8242,5.2953,5.2953,4.1129,4.1129,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
1024,128,4,0,0,TT,5.0,25,0.4,39.2968,5.441,5.441,4.2496,4.2496,187.9252377777778,338.06968222222224,293.60301555555554,294.10301555555554,0.35046
